"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"BMW","Z4 sDRIVE35is","TWO-SEATER",3,6,"AM7","Z",12.1,278
"BUICK","ENCLAVE","SUV - STANDARD",3.6,6,"A6","X",12.3,283
"BUICK","ENCLAVE AWD","SUV - STANDARD",3.6,6,"A6","X",12.6,290
"BUICK","ENCORE","SUV - SMALL",1.4,4,"AS6","X",8.5,196
"BUICK","ENCORE AWD","SUV - SMALL",1.4,4,"AS6","X",9.2,212
"BUICK","LACROSSE","MID-SIZE",3.6,6,"AS6","X",11.4,262
"BUICK","LACROSSE","MID-SIZE",3.6,6,"AS6","E",15.8,253
"BUICK","LACROSSE AWD","MID-SIZE",3.6,6,"AS6","X",11.7,269
"BUICK","LACROSSE AWD","MID-SIZE",3.6,6,"AS6","E",15.9,254
"BUICK","LACROSSE eASSIST","MID-SIZE",2.4,4,"AS6","X",8.2,189
"BUICK","REGAL","MID-SIZE",2,4,"AS6","Z",9.8,225
"BUICK","REGAL","MID-SIZE",2,4,"M6","Z",9.8,225
"BUICK","REGAL AWD","MID-SIZE",2,4,"AS6","Z",10.7,246
"BUICK","REGAL eASSIST","MID-SIZE",2.4,4,"AS6","X",8.2,189
"BUICK","VERANO","COMPACT",2,4,"AS6","Z",9.8,225
"BUICK","VERANO","COMPACT",2,4,"M6","Z",9.8,225
"BUICK","VERANO","COMPACT",2.4,4,"AS6","X",9.4,216
"CADILLAC","ATS","COMPACT",2,4,"AS6","Z",9.7,223
"CADILLAC","ATS","COMPACT",2,4,"M6","Z",10.3,237
"CADILLAC","ATS","COMPACT",2.5,4,"AS6","X",9.3,214
"CADILLAC","ATS","COMPACT",3.6,6,"AS6","X",10.8,248
"CADILLAC","ATS AWD","COMPACT",2,4,"AS6","Z",10.2,235
"CADILLAC","ATS AWD","COMPACT",3.6,6,"AS6","X",11,253
"CADILLAC","CTS","MID-SIZE",2,4,"AS6","Z",9.9,228
"CADILLAC","CTS","MID-SIZE",3.6,6,"AS8","X",10.7,246
"CADILLAC","CTS AWD","MID-SIZE",2,4,"AS6","Z",10.6,244
"CADILLAC","CTS AWD","MID-SIZE",3.6,6,"AS6","X",11,253
"CADILLAC","CTS Vsport","MID-SIZE",3.6,6,"AS8","Z",12.7,292
"CADILLAC","ESCALADE 4WD","SUV - STANDARD",6.2,8,"A6","Z",14,322
"CADILLAC","ESCALADE 4WD","SUV - STANDARD",6.2,8,"A8","Z",13.8,317
"CADILLAC","ESCALADE ESV 4WD","SUV - STANDARD",6.2,8,"A6","Z",14.5,334
"CADILLAC","ESCALADE ESV 4WD","SUV - STANDARD",6.2,8,"A8","Z",14.3,329
"CADILLAC","SRX","SUV - STANDARD",3.6,6,"AS6","X",12.3,283
"CADILLAC","SRX AWD","SUV - STANDARD",3.6,6,"AS6","X",12.8,294
"CADILLAC","XTS","FULL-SIZE",3.6,6,"AS6","X",11.3,260
"CADILLAC","XTS AWD","FULL-SIZE",3.6,6,"AS6","X",11.6,267
"CADILLAC","XTS Vsport AWD","FULL-SIZE",3.6,6,"AS6","Z",12.6,290
"CHEVROLET","CAMARO","COMPACT",3.6,6,"AS6","X",11.3,260
"CHEVROLET","CAMARO","COMPACT",3.6,6,"M6","X",11.5,265
"CHEVROLET","CAMARO","COMPACT",6.2,8,"AS6","Z",12.8,294
"CHEVROLET","CAMARO","COMPACT",6.2,8,"M6","Z",12.7,292
"CHEVROLET","CAMARO 2LS","COMPACT",3.6,6,"AS6","X",10.5,242
"CHEVROLET","CAMARO Z/28","COMPACT",6.2,8,"M6","Z",15.5,357
"CHEVROLET","CAMARO ZL1","COMPACT",6.2,8,"AS6","Z",16.8,386
"CHEVROLET","CAMARO ZL1","COMPACT",6.2,8,"M6","Z",14.7,338
"CHEVROLET","CITY EXPRESS","SPECIAL PURPOSE VEHICLE",2,4,"AV","X",9.4,216
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL",2.5,4,"A6","X",10.5,242
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL",2.5,4,"M6","X",10.8,248
"CHEVROLET","COLORADO","PICKUP TRUCK - SMALL",3.6,6,"A6","X",11.3,260
"CHEVROLET","COLORADO 4WD","PICKUP TRUCK - SMALL",2.5,4,"A6","X",11.3,260
"CHEVROLET","COLORADO 4WD","PICKUP TRUCK - SMALL",3.6,6,"A6","X",11.8,271
"CHEVROLET","CORVETTE","TWO-SEATER",6.2,8,"AS8","Z",11.7,269
"CHEVROLET","CORVETTE","TWO-SEATER",6.2,8,"M7","Z",11.2,258
"CHEVROLET","CORVETTE Z06","TWO-SEATER",6.2,8,"AS8","Z",14.3,329
"CHEVROLET","CORVETTE Z06","TWO-SEATER",6.2,8,"M7","Z",13.4,308
"CHEVROLET","CRUZE","MID-SIZE",1.4,4,"AS6","X",7.8,179
"CHEVROLET","CRUZE","MID-SIZE",1.4,4,"M6","X",7.8,179
"CHEVROLET","CRUZE","MID-SIZE",1.8,4,"AS6","X",8.8,202
"CHEVROLET","CRUZE","MID-SIZE",1.8,4,"M6","X",8.1,186
"CHEVROLET","CRUZE DIESEL","MID-SIZE",2,4,"AS6","D",7.1,192
"CHEVROLET","CRUZE ECO","MID-SIZE",1.4,4,"A6","X",7.7,177
"CHEVROLET","CRUZE ECO","MID-SIZE",1.4,4,"M6","X",7.1,163
"CHEVROLET","EQUINOX","SUV - SMALL",2.4,4,"A6","X",9.1,209
"CHEVROLET","EQUINOX FFV","SUV - SMALL",2.4,4,"A6","X",9.1,209
"CHEVROLET","EQUINOX FFV","SUV - SMALL",2.4,4,"A6","E",13.4,214
"CHEVROLET","EQUINOX","SUV - SMALL",3.6,6,"A6","X",12.1,278
"CHEVROLET","EQUINOX AWD","SUV - SMALL",2.4,4,"A6","X",10,230
"CHEVROLET","EQUINOX AWD FFV","SUV - SMALL",2.4,4,"A6","X",10,230
"CHEVROLET","EQUINOX AWD FFV","SUV - SMALL",2.4,4,"A6","E",14.2,227
"CHEVROLET","EQUINOX AWD","SUV - SMALL",3.6,6,"A6","X",12.6,290
"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER",4.8,8,"A6","X",18,414
"CHEVROLET","EXPRESS 2500 PASSENGER","VAN - PASSENGER",6,8,"A6","X",18.8,432
"CHEVROLET","EXPRESS 2500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","X",18.8,432
"CHEVROLET","EXPRESS 2500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","E",25.9,414
"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER",4.8,8,"A6","X",18.1,416
"CHEVROLET","EXPRESS 3500 PASSENGER","VAN - PASSENGER",6,8,"A6","X",19,437
"CHEVROLET","EXPRESS 3500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","X",19,437
"CHEVROLET","EXPRESS 3500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","E",26.1,418
"CHEVROLET","IMPALA","FULL-SIZE",2.5,4,"AS6","X",9.2,212
"CHEVROLET","IMPALA","FULL-SIZE",3.6,6,"AS6","X",10.6,244
"CHEVROLET","IMPALA","FULL-SIZE",3.6,6,"AS6","E",14.5,232
"CHEVROLET","MALIBU","MID-SIZE",2,4,"AS6","Z",9.8,225
"CHEVROLET","MALIBU","MID-SIZE",2.5,4,"AS6","X",8,184
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",4.3,6,"A6","X",11.9,274
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",4.3,6,"A6","E",17.1,274
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",5.3,8,"A6","X",12.7,292
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",5.3,8,"A6","E",17.2,275
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD",6.2,8,"A8","Z",14,322
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",4.3,6,"A6","X",12.5,288
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",4.3,6,"A6","E",18,288
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",5.3,8,"A6","X",13,299
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",5.3,8,"A6","E",17.5,280
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD",6.2,8,"A8","Z",14.2,327
"CHEVROLET","SONIC","COMPACT",1.4,4,"AS6","X",8,184
"CHEVROLET","SONIC","COMPACT",1.4,4,"M6","X",7.5,173
"CHEVROLET","SONIC","COMPACT",1.8,4,"AS6","X",8.3,191
"CHEVROLET","SONIC","COMPACT",1.8,4,"M5","X",8,184
"CHEVROLET","SONIC RS","COMPACT",1.4,4,"AS6","X",8.3,191
"CHEVROLET","SONIC RS","COMPACT",1.4,4,"M6","X",8,184
"CHEVROLET","SONIC 5","MID-SIZE",1.4,4,"AS6","X",8,184
"CHEVROLET","SONIC 5","MID-SIZE",1.4,4,"M6","X",7.5,173
"CHEVROLET","SONIC 5","MID-SIZE",1.8,4,"AS6","X",8.3,191
"CHEVROLET","SONIC 5","MID-SIZE",1.8,4,"M5","X",8,184
"CHEVROLET","SONIC 5 RS","MID-SIZE",1.4,4,"AS6","X",8.3,191
"CHEVROLET","SONIC 5 RS","MID-SIZE",1.4,4,"M6","X",8,184
"CHEVROLET","SPARK","SUBCOMPACT",1.2,4,"AV","X",7,161
"CHEVROLET","SPARK","SUBCOMPACT",1.2,4,"M5","X",6.8,156
"CHEVROLET","SUBURBAN","SUV - STANDARD",5.3,8,"A6","X",12.7,292
"CHEVROLET","SUBURBAN","SUV - STANDARD",5.3,8,"A6","E",17.2,275
"CHEVROLET","SUBURBAN 4WD","SUV - STANDARD",5.3,8,"A6","X",13.3,306
"CHEVROLET","SUBURBAN 4WD","SUV - STANDARD",5.3,8,"A6","E",19.1,306
"CHEVROLET","TAHOE","SUV - STANDARD",5.3,8,"A6","X",12.7,292
"CHEVROLET","TAHOE","SUV - STANDARD",5.3,8,"A6","E",17.2,275
"CHEVROLET","TAHOE 4WD","SUV - STANDARD",5.3,8,"A6","X",13,299
"CHEVROLET","TAHOE 4WD","SUV - STANDARD",5.3,8,"A6","E",17.6,282
"CHEVROLET","TRAVERSE","SUV - STANDARD",3.6,6,"A6","X",12.3,283
"CHEVROLET","TRAVERSE AWD","SUV - STANDARD",3.6,6,"A6","X",12.6,290
"CHEVROLET","TRAX","SUV - SMALL",1.4,4,"AS6","X",8.2,189
"CHEVROLET","TRAX","SUV - SMALL",1.4,4,"M6","X",8.1,186
"CHEVROLET","TRAX AWD","SUV - SMALL",1.4,4,"AS6","X",8.7,200
"CHRYSLER","200","MID-SIZE",2.4,4,"A9","X",8.5,196
"CHRYSLER","200 FFV","MID-SIZE",2.4,4,"A9","X",8.5,196
"CHRYSLER","200 FFV","MID-SIZE",2.4,4,"A9","E",11.3,181
"CHRYSLER","200","MID-SIZE",3.6,6,"A9","X",10.2,235
"CHRYSLER","200 FFV","MID-SIZE",3.6,6,"A9","X",10.2,235
"CHRYSLER","200 FFV","MID-SIZE",3.6,6,"A9","E",13.6,218
"CHRYSLER","200 AWD","MID-SIZE",3.6,6,"A9","X",10.7,246
"CHRYSLER","200 AWD FFV","MID-SIZE",3.6,6,"A9","X",10.7,246
"CHRYSLER","200 AWD FFV","MID-SIZE",3.6,6,"A9","E",14.1,226
"CHRYSLER","300","FULL-SIZE",3.6,6,"A8","X",10.3,237
"CHRYSLER","300 FFV","FULL-SIZE",3.6,6,"A8","X",10.3,237
"CHRYSLER","300 FFV","FULL-SIZE",3.6,6,"A8","E",13.9,222
"CHRYSLER","300 (MDS)","FULL-SIZE",5.7,8,"A8","X",12.3,283
"CHRYSLER","300 AWD","FULL-SIZE",3.6,6,"A8","X",10.9,251
"CHRYSLER","300 AWD FFV","FULL-SIZE",3.6,6,"A8","X",10.9,251
"CHRYSLER","300 AWD FFV","FULL-SIZE",3.6,6,"A8","E",14.8,237
"CHRYSLER","TOWN & COUNTRY FFV","MINIVAN",3.6,6,"A6","X",12,276
"CHRYSLER","TOWN & COUNTRY FFV","MINIVAN",3.6,6,"A6","E",16.8,269
"DODGE","CHALLENGER","MID-SIZE",3.6,6,"A8","X",10.3,237
"DODGE","CHALLENGER","MID-SIZE",5.7,8,"M6","X",13.1,301
"DODGE","CHALLENGER","MID-SIZE",6.4,8,"M6","Z",13.9,320
"DODGE","CHALLENGER (MDS)","MID-SIZE",5.7,8,"A8","X",12.3,283
"DODGE","CHALLENGER (MDS)","MID-SIZE",6.4,8,"A8","Z",12.9,297
"DODGE","CHALLENGER SRT","MID-SIZE",6.4,8,"M6","Z",13.9,320
"DODGE","CHALLENGER SRT (MDS)","MID-SIZE",6.4,8,"A8","Z",12.9,297
"DODGE","CHALLENGER SRT HELLCAT","MID-SIZE",6.2,8,"A8","Z",14.7,338
"DODGE","CHALLENGER SRT HELLCAT","MID-SIZE",6.2,8,"M6","Z",15.1,347
"DODGE","CHARGER","FULL-SIZE",3.6,6,"A5","X",11.5,264
"DODGE","CHARGER FFV","FULL-SIZE",3.6,6,"A5","X",11.5,264
"DODGE","CHARGER FFV","FULL-SIZE",3.6,6,"A5","E",15.9,254
"DODGE","CHARGER","FULL-SIZE",3.6,6,"A8","X",10.3,237
"DODGE","CHARGER FFV","FULL-SIZE",3.6,6,"A8","X",10.3,237
"DODGE","CHARGER FFV","FULL-SIZE",3.6,6,"A8","E",13.9,222
"DODGE","CHARGER (MDS)","FULL-SIZE",5.7,8,"A5","X",12.9,297
"DODGE","CHARGER (MDS)","FULL-SIZE",5.7,8,"A8","X",12.3,283
"DODGE","CHARGER AWD","FULL-SIZE",3.6,6,"A8","X",10.9,251
"DODGE","CHARGER AWD FFV","FULL-SIZE",3.6,6,"A8","X",10.9,251
"DODGE","CHARGER AWD FFV","FULL-SIZE",3.6,6,"A8","E",14.8,237
"DODGE","CHARGER AWD (MDS)","FULL-SIZE",5.7,8,"A5","X",13.4,308
"DODGE","CHARGER SRT 392 HEMI","FULL-SIZE",6.4,8,"A8","Z",12.9,297
"DODGE","CHARGER SRT HELLCAT","FULL-SIZE",6.2,8,"A8","Z",14.7,338
"DODGE","DART","MID-SIZE",2,4,"M6","X",8.1,186
"DODGE","DART FFV","MID-SIZE",2,4,"A6","X",8.6,198
"DODGE","DART FFV","MID-SIZE",2,4,"A6","E",11.5,184
"DODGE","DART","MID-SIZE",2.4,4,"A6","X",8.6,198
"DODGE","DART","MID-SIZE",2.4,4,"M6","X",8.8,202
"DODGE","DART GT","MID-SIZE",2.4,4,"A6","X",9.2,212
"DODGE","DART GT","MID-SIZE",2.4,4,"M6","X",8.8,202
"DODGE","DART TURBO AERO","MID-SIZE",1.4,4,"AM6","X",7.3,168
"DODGE","DART TURBO AERO","MID-SIZE",1.4,4,"M6","X",7.3,168
"DODGE","DURANGO AWD FFV","SUV - STANDARD",3.6,6,"A8","X",12.1,278
"DODGE","DURANGO AWD FFV","SUV - STANDARD",3.6,6,"A8","E",15.6,250
"DODGE","DURANGO AWD (MDS)","SUV - STANDARD",5.7,8,"A8","X",14.7,338
"DODGE","GRAND CARAVAN FFV","MINIVAN",3.6,6,"A6","X",11.8,271
"DODGE","GRAND CARAVAN FFV","MINIVAN",3.6,6,"A6","E",16.4,262
"DODGE","JOURNEY","SUV - SMALL",2.4,4,"A4","X",11.1,255
"DODGE","JOURNEY FFV","SUV - SMALL",3.6,6,"A6","X",12.1,278
"DODGE","JOURNEY FFV","SUV - SMALL",3.6,6,"A6","E",16.2,259
"DODGE","JOURNEY AWD","SUV - SMALL",3.6,6,"A6","X",12.4,285
"DODGE","VIPER SRT COUPE","TWO-SEATER",8.4,10,"M6","Z",15.8,363
"FIAT","500 CABRIO","MINICOMPACT",1.4,4,"A6","X",7.9,182
"FIAT","500 CABRIO","MINICOMPACT",1.4,4,"M5","X",7.2,166
"FIAT","500 HATCHBACK","MINICOMPACT",1.4,4,"A6","X",7.9,182
"FIAT","500 HATCHBACK","MINICOMPACT",1.4,4,"M5","X",6.8,156
"FIAT","500 HATCHBACK TURBO","MINICOMPACT",1.4,4,"A6","X",8.6,198
"FIAT","500 HATCHBACK TURBO","MINICOMPACT",1.4,4,"M5","X",7.8,179
"FIAT","500 ABARTH CABRIO","MINICOMPACT",1.4,4,"A6","X",8.6,198
"FIAT","500 ABARTH CABRIO","MINICOMPACT",1.4,4,"M5","X",7.8,179
"FIAT","500 ABARTH HATCHBACK","MINICOMPACT",1.4,4,"A6","X",8.6,198
"FIAT","500 ABARTH HATCHBACK","MINICOMPACT",1.4,4,"M5","X",7.8,179
"FIAT","500L","STATION WAGON - SMALL",1.4,4,"A6","X",9.4,216
"FIAT","500L","STATION WAGON - SMALL",1.4,4,"AM6","X",8.7,200
"FIAT","500L","STATION WAGON - SMALL",1.4,4,"M6","X",8.3,191
"FORD","C-MAX HYBRID","FULL-SIZE",2,4,"AV","X",6,138
"FORD","EDGE","SUV - SMALL",2,4,"AS6","X",9.8,225
"FORD","EDGE (Start/Stop)","SUV - SMALL",2,4,"AS6","X",9.8,225
"FORD","EDGE","SUV - SMALL",3.5,6,"AS6","X",11.3,260
"FORD","EDGE AWD","SUV - SMALL",2,4,"AS6","X",10.3,237
"FORD","EDGE AWD","SUV - SMALL",3.5,6,"AS6","X",11.8,271
"FORD","EDGE SPORT AWD","SUV - SMALL",2.7,6,"AS6","X",11.9,274
"FORD","ESCAPE","SUV - SMALL",1.6,4,"AS6","X",9,207
"FORD","ESCAPE","SUV - SMALL",2,4,"AS6","X",9.6,221
"FORD","ESCAPE","SUV - SMALL",2.5,4,"AS6","X",9.5,218
"FORD","ESCAPE AWD","SUV - SMALL",1.6,4,"AS6","X",9.4,216
"FORD","ESCAPE AWD","SUV - SMALL",2,4,"AS6","X",10.1,232
"FORD","EXPEDITION 4X4","SUV - STANDARD",3.5,6,"AS6","X",14.2,327
"FORD","EXPEDITION MAX 4X4","SUV - STANDARD",3.5,6,"AS6","X",14.4,331
"FORD","EXPLORER","SUV - STANDARD",2,4,"A6","X",10.4,239
"FORD","EXPLORER FFV","SUV - STANDARD",3.5,6,"AS6","X",11.9,274
"FORD","EXPLORER FFV","SUV - STANDARD",3.5,6,"AS6","E",16.1,258
"FORD","EXPLORER AWD (EcoBoost)","SUV - STANDARD",3.5,6,"AS6","X",13,299
"FORD","EXPLORER FFV AWD","SUV - STANDARD",3.5,6,"AS6","X",12.5,288
"FORD","EXPLORER FFV AWD","SUV - STANDARD",3.5,6,"AS6","E",16.9,270
"FORD","F-150","PICKUP TRUCK - STANDARD",2.7,6,"AS6","X",10.8,248
"FORD","F-150","PICKUP TRUCK - STANDARD",3.5,6,"AS6","X",12,276
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD",3.5,6,"A6","X",11.5,264
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD",3.5,6,"A6","E",15.7,251
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD",5,8,"AS6","X",13.3,306
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD",5,8,"AS6","E",17.9,286
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD",2.7,6,"AS6","X",12,276
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD",3.5,6,"AS6","X",12.5,288
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",3.5,6,"A6","X",12.4,285
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",3.5,6,"A6","E",16.8,269
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",5,8,"AS6","X",13.9,320
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",5,8,"AS6","E",18.7,299
"FORD","FIESTA","SUBCOMPACT",1.6,4,"AS6","X",7.6,175
"FORD","FIESTA","SUBCOMPACT",1.6,4,"M5","X",7.6,175
"FORD","FIESTA SFE","SUBCOMPACT",1,3,"M5","X",6.6,152
"FORD","FIESTA SFE","SUBCOMPACT",1.6,4,"AS6","X",7.4,170
"FORD","FIESTA ST","SUBCOMPACT",1.6,4,"M6","X",8,184
"FORD","FLEX","SUV - STANDARD",3.5,6,"AS6","X",11.6,267
"FORD","FLEX AWD","SUV - STANDARD",3.5,6,"AS6","X",12.1,278
"FORD","FLEX AWD (EcoBoost)","SUV - STANDARD",3.5,6,"AS6","X",12.8,294
"FORD","FOCUS","COMPACT",1,3,"M6","X",7.1,163
"FORD","FOCUS","COMPACT",2,4,"M6","X",8.9,205
"FORD","FOCUS FFV","COMPACT",2,4,"AM6","X",7.7,177
"FORD","FOCUS FFV","COMPACT",2,4,"AM6","E",10.4,166
"FORD","FOCUS FFV","COMPACT",2,4,"AS6","X",7.8,179
"FORD","FOCUS FFV","COMPACT",2,4,"AS6","E",10.6,170
"FORD","FOCUS FFV","COMPACT",2,4,"M5","X",8.1,186
"FORD","FOCUS FFV","COMPACT",2,4,"M5","E",10.9,174
"FORD","FUSION","MID-SIZE",1.5,4,"AS6","X",8.4,193
"FORD","FUSION (Start/Stop)","MID-SIZE",1.5,4,"AS6","X",8,184
"FORD","FUSION","MID-SIZE",2,4,"AS6","X",8.9,205
"FORD","FUSION","MID-SIZE",2.5,4,"AS6","X",8.9,205
"FORD","FUSION AWD","MID-SIZE",2,4,"AS6","X",9.3,214
"FORD","FUSION HYBRID","MID-SIZE",2,4,"AV","X",5.5,126
"FORD","MUSTANG","SUBCOMPACT",2.3,4,"AS6","X",9.4,216
"FORD","MUSTANG","SUBCOMPACT",2.3,4,"M6","X",9.2,212
"FORD","MUSTANG","SUBCOMPACT",3.7,6,"AS6","X",10.7,246
"FORD","MUSTANG","SUBCOMPACT",3.7,6,"M6","X",11.2,258
"FORD","MUSTANG","SUBCOMPACT",5,8,"AS6","X",12.4,285
"FORD","MUSTANG","SUBCOMPACT",5,8,"M6","X",12.5,288
"FORD","MUSTANG CONVERTIBLE","SUBCOMPACT",2.3,4,"AS6","X",9.9,228
"FORD","MUSTANG CONVERTIBLE","SUBCOMPACT",5,8,"AS6","X",13,299
"FORD","T-150 WAGON","VAN - PASSENGER",3.5,6,"AS6","X",14.7,338
"FORD","T-150 WAGON FFV","VAN - PASSENGER",3.7,6,"AS6","X",14.8,340
"FORD","T-150 WAGON FFV","VAN - PASSENGER",3.7,6,"AS6","E",19.7,315
"FORD","TAURUS","FULL-SIZE",2,4,"AS6","X",9.1,209
"FORD","TAURUS AWD","FULL-SIZE",3.5,6,"AS6","X",11.9,274
"FORD","TAURUS FFV","FULL-SIZE",3.5,6,"AS6","X",10.4,239
"FORD","TAURUS FFV","FULL-SIZE",3.5,6,"AS6","E",14.7,235
"FORD","TAURUS FFV AWD","FULL-SIZE",3.5,6,"AS6","X",11.3,260
"FORD","TAURUS FFV AWD","FULL-SIZE",3.5,6,"AS6","E",16,256
"FORD","TRANSIT CONNECT VAN","SPECIAL PURPOSE VEHICLE",1.6,4,"AS6","X",9.4,216
"FORD","TRANSIT CONNECT VAN","SPECIAL PURPOSE VEHICLE",2.5,4,"AS6","X",9.9,228
"FORD","TRANSIT CONNECT WAGON","SPECIAL PURPOSE VEHICLE",2.5,4,"AS6","X",10.2,235
"FORD","TRANSIT CONNECT WAGON TAXI","SPECIAL PURPOSE VEHICLE",2.5,4,"AS6","X",10.4,239
"GMC","ACADIA","SUV - STANDARD",3.6,6,"A6","X",12.3,283
"GMC","ACADIA AWD","SUV - STANDARD",3.6,6,"A6","X",12.6,290
"GMC","CANYON","PICKUP TRUCK - SMALL",2.5,4,"A6","X",10.5,242
"GMC","CANYON","PICKUP TRUCK - SMALL",2.5,4,"M6","X",10.8,248
"GMC","CANYON","PICKUP TRUCK - SMALL",3.6,6,"A6","X",11.3,260
"GMC","CANYON 4WD","PICKUP TRUCK - SMALL",2.5,4,"A6","X",11.3,260
"GMC","CANYON 4WD","PICKUP TRUCK - SMALL",3.6,6,"A6","X",11.8,271
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER",4.8,8,"A6","X",18,414
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER",6,8,"A6","X",18.8,432
"GMC","SAVANA 2500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","X",18.8,432
"GMC","SAVANA 2500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","E",25.9,414
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER",4.8,8,"A6","X",18.1,416
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER",6,8,"A6","X",19,437
"GMC","SAVANA 3500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","X",19,437
"GMC","SAVANA 3500 PASSENGER FFV","VAN - PASSENGER",6,8,"A6","E",26.1,418
"GMC","SIERRA","PICKUP TRUCK - STANDARD",4.3,6,"A6","X",11.9,274
"GMC","SIERRA","PICKUP TRUCK - STANDARD",4.3,6,"A6","E",17.1,274
"GMC","SIERRA","PICKUP TRUCK - STANDARD",5.3,8,"A6","X",12.7,292
"GMC","SIERRA","PICKUP TRUCK - STANDARD",5.3,8,"A6","E",17.2,275
"GMC","SIERRA","PICKUP TRUCK - STANDARD",6.2,8,"A8","Z",14,322
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD",4.3,6,"A6","X",12.5,288
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD",4.3,6,"A6","E",18,288
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD",5.3,8,"A6","X",13,299
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD",5.3,8,"A6","E",17.5,280
"GMC","SIERRA 4WD","PICKUP TRUCK - STANDARD",6.2,8,"A8","Z",14.2,327
"GMC","TERRAIN","SUV - SMALL",2.4,4,"A6","X",9.1,209
"GMC","TERRAIN FFV","SUV - SMALL",2.4,4,"A6","X",9.1,209
"GMC","TERRAIN FFV","SUV - SMALL",2.4,4,"A6","E",13.4,214
"GMC","TERRAIN","SUV - SMALL",3.6,6,"A6","X",12.1,278
"GMC","TERRAIN AWD","SUV - SMALL",2.4,4,"A6","X",10,230
"GMC","TERRAIN AWD","SUV - SMALL",3.6,6,"A6","X",12.6,290
"GMC","YUKON","SUV - STANDARD",5.3,8,"A6","X",12.7,292
"GMC","YUKON","SUV - STANDARD",5.3,8,"A6","E",17.2,275
"GMC","YUKON 4WD","SUV - STANDARD",5.3,8,"A6","X",13,299
"GMC","YUKON 4WD","SUV - STANDARD",5.3,8,"A6","E",17.6,282
"GMC","YUKON DENALI 4WD","SUV - STANDARD",6.2,8,"A6","Z",14,322
"GMC","YUKON DENALI 4WD","SUV - STANDARD",6.2,8,"A8","Z",13.8,317
"GMC","YUKON XL","SUV - STANDARD",5.3,8,"A6","X",12.7,292
"GMC","YUKON XL","SUV - STANDARD",5.3,8,"A6","E",17.2,275
"GMC","YUKON XL 4WD","SUV - STANDARD",5.3,8,"A6","X",13.3,306
"GMC","YUKON XL 4WD","SUV - STANDARD",5.3,8,"A6","E",19.1,306
"GMC","YUKON XL DENALI 4WD","SUV - STANDARD",6.2,8,"A6","Z",14.5,334
"GMC","YUKON XL DENALI 4WD","SUV - STANDARD",6.2,8,"A8","Z",14.3,329
"HONDA","ACCORD","MID-SIZE",2.4,4,"AV","X",7.8,179
"HONDA","ACCORD","MID-SIZE",2.4,4,"AV7","X",8,184
"HONDA","ACCORD","MID-SIZE",2.4,4,"M6","X",8.7,200
"HONDA","ACCORD","MID-SIZE",3.5,6,"A6","X",9.1,209
"HONDA","ACCORD","MID-SIZE",3.5,6,"AS6","X",9.5,219
"HONDA","ACCORD","MID-SIZE",3.5,6,"M6","X",10.9,251
"HONDA","ACCORD HYBRID","MID-SIZE",2,4,"AV","X",5,115
